,value,datetime
390,0.6869680778319169,2019-07-17T06:00:00+02:00
391,0.7441494074342493,2019-07-17T07:00:00+02:00
392,0.8036015645562253,2019-07-17T08:00:00+02:00
393,0.8569855026927521,2019-07-17T09:00:00+02:00
394,0.8866917976661544,2019-07-17T10:00:00+02:00
395,0.9046188722459111,2019-07-17T11:00:00+02:00
396,0.925307635482585,2019-07-17T12:00:00+02:00
397,0.9362734193087424,2019-07-17T13:00:00+02:00
398,0.920280712134582,2019-07-17T14:00:00+02:00
399,0.9029058250311132,2019-07-17T15:00:00+02:00
400,0.8986610907557194,2019-07-17T16:00:00+02:00
401,0.8970555872343382,2019-07-17T17:00:00+02:00
402,0.8798181278932975,2019-07-17T18:00:00+02:00
403,0.8621390855213327,2019-07-17T19:00:00+02:00
404,0.8429279698497012,2019-07-17T20:00:00+02:00
405,0.8309858896274483,2019-07-17T21:00:00+02:00
406,0.808692847170172,2019-07-17T22:00:00+02:00
407,0.7517331994838682,2019-07-17T23:00:00+02:00
408,0.7190795673354438,2019-07-18T00:00:00+02:00
409,0.6804282526214437,2019-07-18T01:00:00+02:00
410,0.6517221279093247,2019-07-18T02:00:00+02:00
411,0.6390855908952758,2019-07-18T03:00:00+02:00
412,0.6323538565377147,2019-07-18T04:00:00+02:00
413,0.6408225398002793,2019-07-18T05:00:00+02:00
414,0.6848607501162877,2019-07-18T06:00:00+02:00
415,0.7401098826644046,2019-07-18T07:00:00+02:00
416,0.7967594761784598,2019-07-18T08:00:00+02:00
417,0.8500783315985826,2019-07-18T09:00:00+02:00
418,0.8815751942860992,2019-07-18T10:00:00+02:00
419,0.8989226459221142,2019-07-18T11:00:00+02:00
420,0.9218007093765662,2019-07-18T12:00:00+02:00
421,0.9354259249195878,2019-07-18T13:00:00+02:00
422,0.9220566438893855,2019-07-18T14:00:00+02:00
423,0.9086531102623924,2019-07-18T15:00:00+02:00
424,0.9097703960231817,2019-07-18T16:00:00+02:00
425,0.9064725192751549,2019-07-18T17:00:00+02:00
426,0.8909707288883034,2019-07-18T18:00:00+02:00
427,0.8775491924748574,2019-07-18T19:00:00+02:00
428,0.8581160888120027,2019-07-18T20:00:00+02:00
429,0.848010765833249,2019-07-18T21:00:00+02:00
430,0.8282343571019921,2019-07-18T22:00:00+02:00
431,0.7720767655509363,2019-07-18T23:00:00+02:00
432,0.7401315027031588,2019-07-19T00:00:00+02:00
433,0.6973900216870971,2019-07-19T01:00:00+02:00
434,0.6674293225768493,2019-07-19T02:00:00+02:00
435,0.6511500733703979,2019-07-19T03:00:00+02:00
436,0.6430439500884849,2019-07-19T04:00:00+02:00
437,0.6508617227119564,2019-07-19T05:00:00+02:00
438,0.6961644409574131,2019-07-19T06:00:00+02:00
439,0.7482350660834431,2019-07-19T07:00:00+02:00
440,0.8082158150666962,2019-07-19T08:00:00+02:00
441,0.864515397683083,2019-07-19T09:00:00+02:00
442,0.8997514418993735,2019-07-19T10:00:00+02:00
443,0.9181187639092045,2019-07-19T11:00:00+02:00
444,0.9406079170912417,2019-07-19T12:00:00+02:00
445,0.954936827331936,2019-07-19T13:00:00+02:00
446,0.9400906778371869,2019-07-19T14:00:00+02:00
447,0.9204286021036658,2019-07-19T15:00:00+02:00
448,0.9143522582130478,2019-07-19T16:00:00+02:00
449,0.9097924056121836,2019-07-19T17:00:00+02:00
450,0.8952387527035135,2019-07-19T18:00:00+02:00
451,0.8806462282451142,2019-07-19T19:00:00+02:00
452,0.8606047583952321,2019-07-19T20:00:00+02:00
453,0.8402343690110996,2019-07-19T21:00:00+02:00
454,0.8148441794834959,2019-07-19T22:00:00+02:00
455,0.7622622974822171,2019-07-19T23:00:00+02:00
456,0.7375717680247196,2019-07-20T00:00:00+02:00
457,0.6945447745020219,2019-07-20T01:00:00+02:00
458,0.6593744529775426,2019-07-20T02:00:00+02:00
459,0.6352939313831167,2019-07-20T03:00:00+02:00
460,0.625035320381845,2019-07-20T04:00:00+02:00
461,0.6163563078104741,2019-07-20T05:00:00+02:00
462,0.6184298837796313,2019-07-20T06:00:00+02:00
463,0.6234814879183356,2019-07-20T07:00:00+02:00
464,0.6658209809036625,2019-07-20T08:00:00+02:00
465,0.7257441042752555,2019-07-20T09:00:00+02:00
466,0.7778995122302221,2019-07-20T10:00:00+02:00
467,0.8002317879624578,2019-07-20T11:00:00+02:00
468,0.8160289130871938,2019-07-20T12:00:00+02:00
469,0.8276804444746068,2019-07-20T13:00:00+02:00
470,0.8228741735169773,2019-07-20T14:00:00+02:00
471,0.8055466445936366,2019-07-20T15:00:00+02:00
472,0.7923770637154784,2019-07-20T16:00:00+02:00
473,0.7869206333942339,2019-07-20T17:00:00+02:00
